Name;ISIN;Symbol;Market;Currency;Open Price;High Price;low Price;last Price;last Trade MIC Time;Time Zone;Volume;Turnover;Closing Price;Closing Price DateTime
MCPHY ENERGY;FR0011742329;MCPHY;Euronext Paris;EUR;1.963;2.02;1.94;1.983;08/03/2024 17:35;CET;86761;171.604.315;1.983;08/03/2024
MEDIA 6;FR0000064404;EDI;Euronext Paris;EUR;10.80;10.80;10.80;10.80;27/02/2024 17:26;CET;232;2505.60;10.80;08/03/2024
MEDINCELL;FR0004065605;MEDCL;Euronext Paris;EUR;9.14;9.22;9.06;9.08;08/03/2024 17:35;CET;14798;135033.44;9.08;08/03/2024
MEMSCAP REGPT;FR0010298620;MEMS;Euronext Paris;EUR;9.84;9.90;9.44;9.84;08/03/2024 17:35;CET;70391;681577.34;9.84;08/03/2024
MERCIALYS;FR0010241638;MERY;Euronext Paris;EUR;10.30;10.40;10.21;10.40;08/03/2024 17:35;CET;201313;2083304.59;10.40;08/03/2024
MERSEN;FR0000039620;MRN;Euronext Paris;EUR;35.30;35.60;35.10;35.30;08/03/2024 17:35;CET;16704;590095.85;35.30;08/03/2024
METABOLIC EXPLORER;FR0004177046;METEX;Euronext Paris;EUR;0.37;0.3795;0.361;0.363;08/03/2024 17:35;CET;14940;5.537.999;0.363;08/03/2024
METROPOLE TV;FR0000053225;MMT;Euronext Paris;EUR;13.15;13.19;12.94;13.10;08/03/2024 17:35;CET;118797;1552025.25;13.10;08/03/2024
MICHELIN;FR001400AJ45;ML;Euronext Paris;EUR;33.90;34.15;33.76;33.98;08/03/2024 17:35;CET;855796;29061603.17;33.98;08/03/2024
MONCEY (FIN.) NOM.;FR0000076986;FMONC;Euronext Paris;EUR;7400.00;7400.00;7400.00;7400.00;08/03/2024 16:26;CET;1;7400.00;7400.00;08/03/2024
MONTEA;BE0003853703;MONT;Euronext Brussels, Paris;EUR;77.00;78.40;76.90;77.20;08/03/2024 17:35;CET;35603;2752221.10;77.20;08/03/2024
MYHOTELMATCH;FR001400IE67;MHM;Euronext Paris;EUR;0.76;0.76;0.72;0.73;08/03/2024 14:44;CET;7008;51.182.425;0.73;08/03/2024
NACON;FR0013482791;NACON;Euronext Paris;EUR;1.256;1.272;1.21;1.22;08/03/2024 17:35;CET;65816;81.588.192;1.22;08/03/2024
NANOBIOTIX;FR0011341205;NANO;Euronext Paris;EUR;5.95;6.00;5.82;5.89;08/03/2024 17:35;CET;45363;267409.62;5.89;08/03/2024
NEOEN;FR0011675362;NEOEN;Euronext Paris;EUR;25.36;25.48;24.64;24.80;08/03/2024 17:35;CET;140890;3512950.20;24.80;08/03/2024
NEURONES;FR0004050250;NRO;Euronext Paris;EUR;46.10;46.10;45.10;45.10;08/03/2024 17:35;CET;6215;283182.25;45.10;08/03/2024
NEXANS;FR0000044448;NEX;Euronext Paris;EUR;95.10;96.95;94.35;95.90;08/03/2024 17:35;CET;92503;8866891.35;95.90;08/03/2024
NEXITY;FR0010112524;NXI;Euronext Paris;EUR;9.93;10.08;9.64;10.02;08/03/2024 17:35;CET;226105;2247006.36;10.02;08/03/2024
NHOA;FR0012650166;NHOA;Euronext Paris;EUR;0.68;0.68;0.632;0.632;08/03/2024 17:35;CET;10195;6537.96;0.632;08/03/2024
NOKIA;FI0009000681;NOKIA;Euronext Paris;EUR;3.346;33.545;32.925;32.925;08/03/2024 17:35;CET;63009;209.304.961;32.925;08/03/2024
NR21;FR0014001PV6;NR21;Euronext Paris;EUR;62.50;68.00;62.50;68.00;06/03/2024 16:08;CET;3;193.00;68.00;08/03/2024
NRJ GROUP;FR0000121691;NRG;Euronext Paris;EUR;7.40;7.42;7.40;7.40;08/03/2024 17:35;CET;1777;13153.10;7.40;08/03/2024
OENEO;FR0000052680;SBT;Euronext Paris;EUR;10.50;10.50;10.30;10.30;08/03/2024 17:35;CET;21296;223342.00;10.30;08/03/2024
OL GROUPE;FR0010428771;OLG;Euronext Paris;EUR;2.15;2.19;2.15;2.15;08/03/2024 17:35;CET;2646;5691.44;2.15;08/03/2024
ORANGE;FR0000133308;ORA;Euronext Paris;EUR;10.466;10.604;10.43;10.604;08/03/2024 17:35;CET;5058001;53412603.88;10.604;08/03/2024
ORAPI;FR0000075392;ORAP;Euronext Paris;EUR;6.04;6.54;6.04;6.54;08/03/2024 17:35;CET;2272;14391.40;6.54;08/03/2024
OREGE;FR0010609206;OREGE;Euronext Paris;EUR;0.383;0.383;0.374;0.382;08/03/2024 15:13;CET;5582;2.119.906;0.382;08/03/2024
ORPEA;FR0000184798;ORP;Euronext Paris;EUR;0.012;0.0122;0.0119;0.0119;08/03/2024 17:35;CET;42849817;5.138.884.251;0.0119;08/03/2024
OSE IMMUNO;FR0012127173;OSE;Euronext Paris;EUR;5.35;5.36;5.02;5.23;08/03/2024 17:35;CET;284994;1479453.09;5.23;08/03/2024
OVH;FR0014005HJ9;OVH;Euronext Paris;EUR;9.95;10.05;9.815;9.865;08/03/2024 17:36;CET;53488;530946.97;9.865;08/03/2024
PAREF;FR0010263202;PAR;Euronext Paris;EUR;39.00;39.40;38.80;39.00;08/03/2024 16:33;CET;335;13075.80;39.00;08/03/2024
PARROT;FR0004038263;PARRO;Euronext Paris;EUR;2.70;2.79;2.50;2.68;08/03/2024 17:35;CET;6690;17364.57;2.68;08/03/2024
PASSAT;FR0000038465;PSAT;Euronext Paris;EUR;5.25;5.35;5.20;5.20;08/03/2024 15:53;CET;628;3283.60;5.20;08/03/2024
PATRIMOINE ET COMM;FR0011027135;PAT;Euronext Paris;EUR;18.95;19.00;18.95;18.95;08/03/2024 16:36;CET;561;10655.95;18.95;08/03/2024
PERNOD RICARD;FR0000120693;RI;Euronext Paris;EUR;150.50;150.65;149.40;150.00;08/03/2024 17:35;CET;272062;40792852.90;150.00;08/03/2024
PERRIER (GERARD);FR0000061459;PERR;Euronext Paris;EUR;98.20;98.60;98.00;98.40;08/03/2024 17:35;CET;184;18064.40;98.40;08/03/2024
PEUGEOT INVEST;FR0000064784;PEUG;Euronext Paris;EUR;105.00;106.60;105.00;105.60;08/03/2024 17:35;CET;2791;295414.80;105.60;08/03/2024
PHAXIAM Tx;FR001400K4B1;PHXM;Euronext Paris;EUR;2.89;3.00;2.89;2.985;08/03/2024 16:47;CET;2457;7286.24;2.985;08/03/2024
PIERRE VAC BSA ACT;FR001400B4H9;VACBS;Euronext Paris;EUR;0.09;0.09;0.09;0.09;08/03/2024 17:01;CET;759;68.31;0.09;08/03/2024
PIERRE VAC BSA CRE;FR001400B4G1;VACBT;Euronext Paris;EUR;0.16;0.20;0.16;0.20;29/02/2024 14:20;CET;709;123.52;0.20;08/03/2024
PIERRE VACANCES;FR0000073041;VAC;Euronext Paris;EUR;1.208;1.208;1.184;1.184;08/03/2024 17:35;CET;98504;117.144.528;1.184;08/03/2024
PLAST.VAL LOIRE;FR0013252186;PVL;Euronext Paris;EUR;2.99;3.04;2.99;3.01;08/03/2024 17:29;CET;2578;7737.38;3.01;08/03/2024
PLASTIC OMNIUM;FR0000124570;POM;Euronext Paris;EUR;11.00;11.05;10.74;10.99;08/03/2024 17:35;CET;148028;1618396.33;10.99;08/03/2024
PLUXEE;NL0015001W49;PLX;Euronext Paris;EUR;27.805;28.19;27.06;27.06;08/03/2024 17:35;CET;398117;10891879.03;27.06;08/03/2024
POXEL;FR0012432516;POXEL;Euronext Paris;EUR;0.421;0.4335;0.4165;0.4175;08/03/2024 17:35;CET;70135;297.030.265;0.4175;08/03/2024
PROACTIS SA;FR0004052561;PROAC;Euronext Paris;EUR;0.042;0.058;0.042;0.058;08/03/2024 17:35;CET;550;23.895;0.058;08/03/2024
PRODWAYS;FR0012613610;PWG;Euronext Paris;EUR;0.845;0.845;0.82;0.825;08/03/2024 17:35;CET;29912;24.850.674;0.825;08/03/2024
PUBLICIS GROUPE SA;FR0000130577;PUB;Euronext Paris;EUR;96.74;96.76;95.94;96.40;08/03/2024 17:35;CET;336868;32463811.20;96.40;08/03/2024
QUADIENT;FR0000120560;QDT;Euronext Paris;EUR;19.34;19.34;19.20;19.30;08/03/2024 17:35;CET;22150;427297.76;19.30;08/03/2024
RALLYE;FR0000060618;RAL;Euronext Paris;EUR;0.038;0.038;0.0368;0.0368;08/03/2024 17:35;CET;223924;83.191.528;0.0368;08/03/2024
RAMSAY GEN SANTE;FR0000044471;GDS;Euronext Paris;EUR;16.35;16.35;16.00;16.25;08/03/2024 16:30;CET;654;10540.90;16.25;08/03/2024
REMY COINTREAU;FR0000130395;RCO;Euronext Paris;EUR;94.30;94.92;93.16;93.70;08/03/2024 17:36;CET;94859;8911941.10;93.70;08/03/2024
RENAULT;FR0000131906;RNO;Euronext Paris;EUR;39.195;40.015;39.035;39.56;08/03/2024 17:35;CET;960172;38064052.73;39.56;08/03/2024
REXEL;FR0010451203;RXL;Euronext Paris;EUR;23.60;23.80;23.50;23.77;08/03/2024 17:35;CET;333081;7898330.13;23.77;08/03/2024
ROBERTET;FR0000039091;RBT;Euronext Paris;EUR;795.00;795.00;785.00;787.00;08/03/2024 17:35;CET;291;229337.00;787.00;08/03/2024
ROBERTET CDV 87;FR0000045619;CBR;Euronext Paris;EUR;188.00;188.00;188.00;188.00;02/11/2022 11:30;CET;4;752.00;188.00;08/03/2024
ROBERTET CI;FR0000045601;CBE;Euronext Paris;EUR;721.00;721.00;721.00;721.00;07/03/2024 11:30;CET;2;1442.00;721.00;08/03/2024
ROCHE BOBOIS;FR0013344173;RBO;Euronext Paris;EUR;45.00;45.40;44.00;44.90;08/03/2024 15:27;CET;552;24678.50;44.90;08/03/2024
RUBIS;FR0013269123;RUI;Euronext Paris;EUR;26.10;27.22;25.46;27.10;08/03/2024 17:37;CET;950574;25459790.22;27.10;08/03/2024
S.E.B.;FR0000121709;SK;Euronext Paris;EUR;114.30;114.60;112.60;112.60;08/03/2024 17:35;CET;42254;4770246.90;112.60;08/03/2024
SAFRAN;FR0000073272;SAF;Euronext Paris;EUR;196.52;196.60;192.76;195.44;08/03/2024 17:36;CET;436526;85198880.12;195.44;08/03/2024
SAINT GOBAIN;FR0000125007;SGO;Euronext Paris, Amsterdam, Brussels;EUR;68.97;69.23;68.12;68.55;08/03/2024 17:35;CET;755023;51783989.00;68.55;08/03/2024
SAINT GOBAIN NV24;FR001400M7D8;SGONV;Euronext Paris;EUR;-;-;-;-;-;CET;-;-;66.66;08/03/2024
SAINT JEAN GROUPE;FR0000060121;SABE;Euronext Paris;EUR;19.00;19.00;19.00;19.00;08/03/2024 17:05;CET;6;114.00;19.00;08/03/2024
SAMSE;FR0000060071;SAMS;Euronext Paris;EUR;199.50;200.00;199.00;200.00;08/03/2024 17:16;CET;29;5795.50;200.00;08/03/2024
SANOFI;FR0000120578;SAN;Euronext Paris;EUR;87.78;87.95;87.35;87.69;08/03/2024 17:39;CET;1023894;89767723.49;87.69;08/03/2024
SANOFI NV24;FR001400M6Z3;SANNV;Euronext Paris;EUR;89.76;89.76;89.76;89.76;05/03/2024 11:30;CET;6;538.56;89.76;08/03/2024
SARTORIUS STED BIO;FR0013154002;DIM;Euronext Paris;EUR;269.00;272.70;265.60;269.90;08/03/2024 17:35;CET;56948;15368717.80;269.90;08/03/2024
SAVENCIA;FR0000120107;SAVE;Euronext Paris;EUR;51.80;52.60;51.80;52.20;08/03/2024 17:35;CET;1913;99615.20;52.20;08/03/2024
SCBSM;FR0006239109;CBSM;Euronext Paris;EUR;8.75;8.75;8.75;8.75;08/03/2024 9:00;CET;21;183.75;8.75;08/03/2024
SCHLUMBERGER;AN8068571086;SLB;Euronext Paris;EUR;46.465;46.51;45.88;46.16;08/03/2024 17:36;CET;20544;947.526.985;46.16;08/03/2024
SCHNEIDER ELECTRIC;FR0000121972;SU;Euronext Paris;EUR;210.55;213.10;210.30;212.05;08/03/2024 17:36;CET;576535;122225078.90;212.05;08/03/2024
SCOR SE;FR0010411983;SCR;Euronext Paris;EUR;28.53;28.90;28.25;28.37;08/03/2024 17:35;CET;279053;7940693.95;28.37;08/03/2024
SECHE ENVIRONNEM.;FR0000039109;SCHP;Euronext Paris;EUR;111.40;112.80;109.20;112.20;08/03/2024 17:35;CET;5619;625052.80;112.20;08/03/2024
SEGRO PLC;GB00B5ZN1N88;SGRO;Euronext Paris;EUR;11.30;11.30;11.30;11.30;07/04/2021 13:45;CET;500;5650.00;11.00;08/03/2024
SELCODIS;FR0000065492;SLCO;Euronext Paris;EUR;0.29;0.29;0.29;0.29;25/03/2009 0:00;CET;2074;601.46;0.29;08/03/2024
SELECTIRENTE;FR0004175842;SELER;Euronext Paris;EUR;86.00;86.00;86.00;86.00;08/03/2024 11:30;CET;1;86.00;86.00;08/03/2024
SERGEFERRARI GROUP;FR0011950682;SEFER;Euronext Paris;EUR;5.95;5.95;5.83;5.85;08/03/2024 17:35;CET;2281;13370.37;5.85;08/03/2024
SES;LU0088087324;SESG;Euronext Paris;EUR;6.24;6.275;6.185;6.25;08/03/2024 17:35;CET;355476;2220380.77;6.25;08/03/2024
SHOWROOMPRIVE;FR0013006558;SRP;Euronext Paris;EUR;0.97;0.986;0.97;0.986;08/03/2024 17:35;CET;37064;36.181.081;0.986;08/03/2024
SII;FR0000074122;SII;Euronext Paris;EUR;70.00;70.10;70.00;70.10;23/02/2024 17:35;CET;200516;14040442.40;70.10;08/03/2024
SMCP;FR0013214145;SMCP;Euronext Paris;EUR;2.14;2.22;2.11;2.20;08/03/2024 17:35;CET;342005;738.584.795;2.20;08/03/2024
SOC FRANC CASINOS;FR0010209809;SFCA;Euronext Paris;EUR;1.78;1.78;1.78;1.78;08/03/2024 16:30;CET;20;35.60;1.78;08/03/2024
SOCIETE GENERALE;FR0000130809;GLE;Euronext Paris;EUR;23.155;23.335;23.065;23.18;08/03/2024 17:35;CET;1758993;40.806.293.165;23.18;08/03/2024
SODEXO;FR0000121220;SW;Euronext Paris;EUR;76.30;76.80;76.00;76.80;08/03/2024 17:35;CET;173554;13310556.42;76.80;08/03/2024
SODITECH;FR0000078321;SEC;Euronext Paris;EUR;1.47;1.47;1.31;1.31;08/03/2024 16:30;CET;900;1195.00;1.31;08/03/2024
SOITEC;FR0013227113;SOI;Euronext Paris;EUR;137.50;137.50;130.65;130.65;08/03/2024 17:35;CET;73544;9699051.45;130.65;08/03/2024
SOLOCAL GROUP;FR00140006O9;LOCAL;Euronext Paris;EUR;0.0794;0.0794;0.0771;0.0773;08/03/2024 17:35;CET;136928;107.624.996;0.0773;08/03/2024
SOLUTIONS 30 SE;FR0013379484;S30;Euronext Paris;EUR;2.022;2.04;1.977;2.018;08/03/2024 17:35;CET;480357;963.421.654;2.018;08/03/2024
SOLVAY;BE0003470755;SOLB;Euronext Brussels, Paris;EUR;23.52;23.77;22.97;23.74;08/03/2024 17:36;CET;426367;10042748.53;23.74;08/03/2024
SOPRA STERIA GROUP;FR0000050809;SOP;Euronext Paris;EUR;235.00;235.40;233.00;235.20;08/03/2024 17:35;CET;23456;5505960.80;235.20;08/03/2024
SPIE;FR0012757854;SPIE;Euronext Paris;EUR;32.80;33.04;32.60;33.04;08/03/2024 17:35;CET;206976;6818860.28;33.04;08/03/2024
SQLI;FR0011289040;SQI;Euronext Paris;EUR;42.60;42.60;42.60;42.60;08/03/2024 17:20;CET;2;85.20;42.60;08/03/2024
ST DUPONT;FR0000054199;DPT;Euronext Paris;EUR;0.0652;0.0652;0.0646;0.0646;08/03/2024 17:35;CET;65100;4235.46;0.0646;08/03/2024
STEF;FR0000064271;STF;Euronext Paris;EUR;129.60;138.00;129.60;137.20;08/03/2024 17:35;CET;9509;1278052.80;137.20;08/03/2024
STELLANTIS NV;NL00150001Q9;STLAP;Euronext Paris;EUR;25.14;25.25;25.06;25.09;08/03/2024 17:35;CET;1563183;39300937.19;25.09;08/03/2024
STMICROELECTRONICS;NL0000226223;STMPA;Euronext Paris;EUR;44.40;44.58;43.405;43.455;08/03/2024 17:36;CET;1375387;60.173.126.315;43.455;08/03/2024
SWORD GROUP;FR0004180578;SWP;Euronext Paris;EUR;37.90;37.90;36.85;37.00;08/03/2024 17:35;CET;10871;407334.50;37.00;08/03/2024
SYENSQO;BE0974464977;SYENS;Euronext Brussels, Paris;EUR;81.54;83.98;81.35;81.60;08/03/2024 17:35;CET;190306;15608991.71;81.60;08/03/2024
SYNERGIE;FR0000032658;SDG;Euronext Paris;EUR;31.45;31.70;31.40;31.65;08/03/2024 17:35;CET;886;27974.75;31.65;08/03/2024
TARKETT;FR0004188670;TKTT;Euronext Paris;EUR;9.64;9.70;9.28;9.30;08/03/2024 17:35;CET;2019;18994.32;9.30;08/03/2024
TAYNINH;FR0000063307;TAYN;Euronext Paris;EUR;1.21;1.21;1.21;1.21;05/01/2024 12:47;CET;200;242.00;1.21;08/03/2024
TECHNIP ENERGIES;NL0014559478;TE;Euronext Paris;EUR;21.54;21.95;21.40;21.88;08/03/2024 17:35;CET;551898;12049849.98;21.88;08/03/2024
TELEPERFORMANCE;FR0000051807;TEP;Euronext Paris;EUR;87.58;90.90;86.00;86.00;08/03/2024 17:39;CET;899842;78919943.72;86.00;08/03/2024
TELEVERBIER;CH0008175645;TVRB;Euronext Paris;EUR;62.00;62.00;62.00;62.00;07/03/2024 17:01;CET;2;124.00;62.00;08/03/2024
TERACT;FR001400BMH7;TRACT;Euronext Paris;EUR;0.514;0.526;0.499;0.518;08/03/2024 17:36;CET;79006;40.415.271;0.518;08/03/2024
TERACT BS;FR0014000TB2;TERBS;Euronext Paris;EUR;0.0005;0.0005;0.0005;0.0005;04/03/2024 14:42;CET;13000;6.50;0.0005;08/03/2024
TF1;FR0000054900;TFI;Euronext Paris;EUR;8.49;8.545;8.42;8.545;08/03/2024 17:35;CET;130447;1112817.12;8.545;08/03/2024
TF1 NV24;FR001400M3E5;TFINV;Euronext Paris;EUR;-;-;-;-;-;CET;-;-;7.135;08/03/2024
TFF GROUP;FR0013295789;TFF;Euronext Paris;EUR;44.40;44.60;44.30;44.60;08/03/2024 17:35;CET;325;14439.40;44.60;08/03/2024
THALES;FR0000121329;HO;Euronext Paris;EUR;146.60;146.60;142.90;143.25;08/03/2024 17:35;CET;379002;54519051.80;143.25;08/03/2024
THERMADOR GROUPE;FR0013333432;THEP;Euronext Paris;EUR;81.30;81.80;81.20;81.50;08/03/2024 17:35;CET;1915;155928.40;81.50;08/03/2024
TIKEHAU CAPITAL;FR0013230612;TKO;Euronext Paris;EUR;21.20;21.60;21.20;21.45;08/03/2024 17:35;CET;19904;425390.35;21.45;08/03/2024
TIPIAK;FR0000066482;TIPI;Euronext Paris;EUR;86.50;86.50;86.50;86.50;08/03/2024 16:30;CET;309;26728.50;86.50;08/03/2024
TITAN CEMENT;BE0974338700;TITC;Euronext Brussels, Paris;EUR;26.50;26.50;26.20;26.30;08/03/2024 17:35;CET;10993;289992.75;26.30;08/03/2024
TOTALENERGIES;FR0000120271;TTE;Euronext Paris, Brussels;EUR;60.21;60.73;60.04;60.05;08/03/2024 17:40;CET;3278520;197479247.51;60.05;08/03/2024
TotalEnergiesGabon;GA0000121459;EC;Euronext Paris;EUR;157.80;157.80;155.60;157.20;08/03/2024 16:42;CET;1193;187105.20;157.20;08/03/2024
TOUAX;FR0000033003;TOUP;Euronext Paris;EUR;4.54;4.55;4.48;4.50;08/03/2024 17:35;CET;3752;16948.97;4.50;08/03/2024
TOUR EIFFEL;FR0000036816;EIFF;Euronext Paris;EUR;10.30;10.30;9.52;9.88;08/03/2024 17:35;CET;21463;212188.95;9.88;08/03/2024
TRANSGENE;FR0005175080;TNG;Euronext Paris;EUR;1.178;1.178;1.148;1.168;08/03/2024 17:35;CET;14255;16.653.568;1.168;08/03/2024
TRIGANO;FR0005691656;TRI;Euronext Paris;EUR;145.10;145.50;143.10;145.30;08/03/2024 17:35;CET;15187;2197098.70;145.30;08/03/2024
UBISOFT ENTERTAIN;FR0000054470;UBI;Euronext Paris;EUR;20.12;20.26;19.395;19.42;08/03/2024 17:39;CET;536799;10.511.465.635;19.42;08/03/2024
UNIBAIL-RODAMCO-WE;FR0013326246;URW;Euronext Paris;EUR;70.32;71.32;69.80;70.88;08/03/2024 17:35;CET;386361;27320077.36;70.88;08/03/2024
UNIBEL;FR0000054215;UNBL;Euronext Paris;EUR;970.00;980.00;970.00;980.00;06/03/2024 16:30;CET;18;17480.00;980.00;08/03/2024
UNION TECH.INFOR.;FR0000074197;FPG;Euronext Paris;EUR;0.61;0.615;0.61;0.615;08/03/2024 17:35;CET;111;67.76;0.615;08/03/2024
VALEO;FR0013176526;FR;Euronext Paris;EUR;10.775;11.005;10.565;10.88;08/03/2024 17:35;CET;1213811;13.178.005.325;10.88;08/03/2024
VALLOUREC;FR0013506730;VK;Euronext Paris;EUR;14.635;14.825;14.52;14.635;08/03/2024 17:35;CET;807161;11.840.619.985;14.635;08/03/2024
VALLOUREC BSA 21;FR00140030K7;VKBS;Euronext Paris;EUR;-;-;-;-;-;CET;-;-;1.68;08/03/2024
VALNEVA;FR0004056851;VLA;Euronext Paris;EUR;3.13;3.438;3.10;3.34;08/03/2024 17:35;CET;965962;3.193.458.398;3.34;08/03/2024
VANTIVA;FR0013505062;VANTI;Euronext Paris;EUR;0.14;0.1428;0.1332;0.1414;08/03/2024 17:35;CET;150356;20.356.231;0.1414;08/03/2024
VANTIVA BSA 2024;FR0013526225;VANBS;Euronext Paris;EUR;0.0014;0.0014;0.0012;0.0012;08/03/2024 14:45;CET;13528;171.164;0.0012;08/03/2024
VEOLIA ENVIRON.;FR0000124141;VIE;Euronext Paris;EUR;29.44;29.44;29.04;29.22;08/03/2024 17:35;CET;1406483;41090587.93;29.22;08/03/2024
VERALLIA;FR0013447729;VRLA;Euronext Paris;EUR;35.98;36.10;35.64;36.00;08/03/2024 17:35;CET;131687;4733918.42;36.00;08/03/2024
VERIMATRIX;FR0010291245;VMX;Euronext Paris;EUR;0.528;0.528;0.505;0.525;08/03/2024 17:35;CET;58955;30.456.433;0.525;08/03/2024
VETOQUINOL;FR0004186856;VETO;Euronext Paris;EUR;103.00;105.00;102.80;104.60;08/03/2024 17:35;CET;4411;458341.40;104.60;08/03/2024
VICAT;FR0000031775;VCT;Euronext Paris;EUR;35.20;35.40;35.15;35.40;08/03/2024 17:35;CET;45989;1619144.15;35.40;08/03/2024
VIEL ET COMPAGNIE;FR0000050049;VIL;Euronext Paris;EUR;8.26;8.26;8.14;8.24;08/03/2024 17:36;CET;3916;32203.30;8.24;08/03/2024
VINCI;FR0000125486;DG;Euronext Paris;EUR;118.60;118.78;117.82;118.54;08/03/2024 17:35;CET;502164;59482855.18;118.54;08/03/2024
VIRBAC;FR0000031577;VIRP;Euronext Paris;EUR;339.50;341.00;338.00;340.00;08/03/2024 17:35;CET;4017;1364914.50;340.00;08/03/2024
VITURA;FR0010309096;VTR;Euronext Paris;EUR;10.20;10.30;10.00;10.00;08/03/2024 17:29;CET;112;1133.60;10.00;08/03/2024
VIVENDI SE;FR0000127771;VIV;Euronext Paris;EUR;10.25;10.25;9.772;10.015;08/03/2024 17:35;CET;4360479;43.675.109.931;10.015;08/03/2024
VOLTALIA;FR0011995588;VLTSA;Euronext Paris;EUR;7.00;7.00;6.31;6.36;08/03/2024 17:35;CET;479778;3149413.25;6.36;08/03/2024
VRANKEN-POMMERY;FR0000062796;VRAP;Euronext Paris, Brussels;EUR;15.25;15.30;15.00;15.00;08/03/2024 17:35;CET;2163;32747.15;15.00;08/03/2024
VusionGroup;FR0010282822;VU;Euronext Paris;EUR;144.00;144.40;136.00;136.60;08/03/2024 17:35;CET;28135;3909161.40;136.60;08/03/2024
WAGA ENERGY;FR0012532810;WAGA;Euronext Paris;EUR;17.84;17.88;17.56;17.68;08/03/2024 17:35;CET;10029;177610.40;17.68;08/03/2024
WAVESTONE;FR0013357621;WAVE;Euronext Paris;EUR;58.00;58.40;57.60;57.60;08/03/2024 17:35;CET;7232;418577.30;57.60;08/03/2024
WENDEL;FR0000121204;MF;Euronext Paris;EUR;93.05;93.05;91.95;92.60;08/03/2024 17:35;CET;47058;4354168.35;92.60;08/03/2024
WORLDLINE;FR0011981968;WLN;Euronext Paris;EUR;10.475;10.745;10.33;10.655;08/03/2024 17:37;CET;1065216;11.235.351.985;10.655;08/03/2024
X-FAB;BE0974310428;XFAB;Euronext Paris;EUR;7.83;7.85;7.485;7.485;08/03/2024 17:35;CET;152209;1160971.02;7.485;08/03/2024
XILAM ANIMATION;FR0004034072;XIL;Euronext Paris;EUR;4.24;4.24;4.00;4.18;08/03/2024 17:35;CET;4097;16809.33;4.18;08/03/2024
ZCI LIMITED;BMG9887P1068;CV;Euronext Paris;EUR;0.17;0.20;0.17;0.20;04/08/2015 16:20;CET;21826;3755.94;0.20;08/03/2024
