Name;ISIN;Symbol;Market;Currency;Open Price;High Price;low Price;last Price;last Trade MIC Time;Time Zone;Volume;Turnover;Closing Price;Closing Price DateTime
ENVIPCO;NL0015000GX8;ENVI;Euronext Amsterdam;EUR;5.45;5.45;5.15;5.35;08/03/2024 17:35;CET;110425;587623.20;5.35;08/03/2024
EUROCASTLE INVEST.;GB00B94QM994;ECT;Euronext Amsterdam;EUR;7.85;7.85;7.85;7.85;08/03/2024 15:33;CET;1;7.85;7.85;08/03/2024
EUROCOMMERCIAL;NL0015000K93;ECMPA;Euronext Amsterdam, Brussels;EUR;20.00;20.18;19.76;20.12;08/03/2024 17:35;CET;29911;599644.00;20.12;08/03/2024
EURONEXT;NL0006294274;ENX;Euronext Paris, Amsterdam, Brussels;EUR;84.85;85.10;84.55;84.70;08/03/2024 17:35;CET;146748;12435082.75;84.70;08/03/2024
EXOR NV;NL0012059018;EXO;Euronext Amsterdam;EUR;100.40;101.70;100.20;101.40;08/03/2024 17:35;CET;70763;7164605.75;101.40;08/03/2024
FAGRON;BE0003874915;FAGR;Euronext Brussels, Amsterdam;EUR;17.86;17.97;17.55;17.55;08/03/2024 17:35;CET;42116;742288.01;17.55;08/03/2024
FASTNED;NL0013654809;FAST;Euronext Amsterdam;EUR;25.25;25.35;24.55;24.55;08/03/2024 17:35;CET;15973;395254.10;24.55;08/03/2024
FERROVIAL;NL0015001FS8;FER;Euronext Amsterdam;EUR;35.35;35.35;34.85;34.85;08/03/2024 17:35;CET;1882;66204.15;34.85;08/03/2024
FL ENTERTAINMENT;NL0015000X07;FLE;Euronext Amsterdam;EUR;9.25;9.30;9.25;9.30;08/03/2024 15:34;CET;1433;13316.80;9.30;08/03/2024
FLE WARRANTS;NL0015000H56;FLEW;Euronext Amsterdam;EUR;0.25;0.25;0.25;0.25;15/03/2022 11:07;CET;163;40.75;0.25;08/03/2024
FLOW TRADERS;BMG3602E1084;FLOW;Euronext Amsterdam;EUR;17.18;17.22;16.99;17.11;08/03/2024 17:35;CET;74272;1270902.71;17.11;08/03/2024
FORFARMERS;NL0011832811;FFARM;Euronext Amsterdam;EUR;2.40;2.40;2.36;2.365;08/03/2024 17:38;CET;59527;141.325.315;2.365;08/03/2024
FUGRO;NL00150003E1;FUR;Euronext Amsterdam;EUR;21.92;22.06;21.70;21.78;08/03/2024 17:35;CET;236853;5185307.70;21.78;08/03/2024
GALAPAGOS;BE0003818359;GLPG;Euronext Amsterdam, Brussels;EUR;31.50;31.92;31.43;31.65;08/03/2024 17:35;CET;65323;2069195.05;31.65;08/03/2024
GIG;GG00BMB5XZ39;CABLE;Euronext Amsterdam;GBP;5.70;5.70;5.70;5.70;17/01/2024 11:26;CET;129;735.30;5.70;08/03/2024
HAL TRUST;BMG455841020;HAL;Euronext Amsterdam;EUR;122.00;124.00;122.00;123.40;08/03/2024 17:35;CET;15223;1874692.00;123.40;08/03/2024
HEIJMANS KON;NL0009269109;HEIJM;Euronext Amsterdam;EUR;16.50;16.64;16.06;16.44;08/03/2024 17:35;CET;306576;5029340.90;16.44;08/03/2024
HEINEKEN;NL0000009165;HEIA;Euronext Amsterdam;EUR;86.90;87.46;86.56;86.68;08/03/2024 17:35;CET;446603;38754397.50;86.68;08/03/2024
HEINEKEN HOLDING;NL0000008977;HEIO;Euronext Amsterdam;EUR;72.20;72.50;72.00;72.45;08/03/2024 17:35;CET;64040;4637148.20;72.45;08/03/2024
HOLLAND COLOURS;NL0000440311;HOLCO;Euronext Amsterdam;EUR;90.00;90.00;90.00;90.00;07/03/2024 17:07;CET;100;9000.00;90.00;08/03/2024
HYDRATEC;NL0009391242;HYDRA;Euronext Amsterdam;EUR;139.00;139.00;139.00;139.00;08/03/2024 16:30;CET;75;10425.00;139.00;08/03/2024
IEX GROUP NV;NL0010556726;IEX;Euronext Amsterdam;EUR;1.69;1.69;1.69;1.69;08/03/2024 16:30;CET;1;1.69;1.69;08/03/2024
IMCD;NL0010801007;IMCD;Euronext Amsterdam;EUR;159.15;161.00;159.15;160.50;08/03/2024 17:35;CET;127113;20390168.25;160.50;08/03/2024
ING GROEP N.V.;NL0011821202;INGA;Euronext Amsterdam, Brussels;EUR;13.39;13.55;13.354;13.496;08/03/2024 17:35;CET;8823527;119057488.54;13.496;08/03/2024
INPOST;LU2290522684;INPST;Euronext Amsterdam;EUR;14.63;14.66;14.47;14.52;08/03/2024 17:35;CET;219468;3192374.33;14.52;08/03/2024
IRIS FINANCIAL SHA;KYG7552D1016;IRIS;Euronext Amsterdam;USD;10.00;10.00;10.00;10.00;02/05/2022 0:00;CET;-;-;10.00;08/03/2024
IRIS FINANCIAL UNI;KYG7552D1271;IRISU;Euronext Amsterdam;USD;10.00;10.00;10.00;10.00;27/04/2022 0:00;CET;-;-;10.00;08/03/2024
IRIS FINANCIAL WAR;KYG7552D1198;IRISW;Euronext Amsterdam;USD;0.90;0.90;0.90;0.90;02/05/2022 0:00;CET;-;-;0.90;08/03/2024
JDE PEET'S;NL0014332678;JDEP;Euronext Amsterdam;EUR;21.14;21.16;20.94;20.94;08/03/2024 17:35;CET;156713;3283944.00;20.94;08/03/2024
JUST EAT TAKEAWAY;NL0012015705;TKWY;Euronext Amsterdam;EUR;13.122;13.256;12.828;12.98;08/03/2024 17:37;CET;2112274;27.480.466.964;12.98;08/03/2024
KENDRION;NL0000852531;KENDR;Euronext Amsterdam;EUR;12.58;12.72;12.50;12.70;08/03/2024 17:35;CET;39254;494197.64;12.70;08/03/2024
KPN KON;NL0000009082;KPN;Euronext Amsterdam;EUR;3.408;3.44;3.394;3.44;08/03/2024 17:39;CET;10270336;35240321.36;3.44;08/03/2024
LAVIDE HOLDING;NL0010545679;LVIDE;Euronext Amsterdam;EUR;0.286;0.298;0.286;0.298;08/03/2024 16:26;CET;1675;493.09;0.298;08/03/2024
LUCASBOLS;NL0010998878;BOLS;Euronext Amsterdam;EUR;17.00;17.00;15.50;16.05;08/03/2024 17:13;CET;2501;40659.25;16.05;08/03/2024
MAREL;IS0000000388;MAREL;Euronext Amsterdam;EUR;3.20;3.20;3.13;3.18;08/03/2024 17:37;CET;167231;533240.82;3.18;08/03/2024
MKB Nedsense;NL0009312842;NEDSE;Euronext Amsterdam;EUR;0.075;0.0755;0.072;0.0755;08/03/2024 16:19;CET;45953;33.910.895;0.0755;08/03/2024
MOREFIELD GROUP;CWN814651014;MORE;Euronext Amsterdam;EUR;0.40;0.42;0.40;0.418;08/03/2024 15:37;CET;3958;1602.19;0.418;08/03/2024
MOTORK;GB00BMXH3352;MTRK;Euronext Amsterdam;EUR;4.12;4.14;4.10;4.11;08/03/2024 17:35;CET;32362;133089.45;4.11;08/03/2024
NAI ORD SHARES;NL0015000CG2;NAI;Euronext Amsterdam;EUR;9.40;9.40;9.40;9.40;08/03/2024 15:37;CET;1;9.40;9.40;08/03/2024
NAI TREAS SHARES;NL0015000CF4;NAITR;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-;0.04;08/03/2024
NAI WARRANTS;NL0015000CH0;NAIW;Euronext Amsterdam;EUR;0.22;0.22;0.22;0.22;22/02/2024 9:23;CET;352;77.44;0.22;08/03/2024
NEDAP;NL0000371243;NEDAP;Euronext Amsterdam;EUR;68.00;68.60;67.40;68.00;08/03/2024 17:35;CET;8423;573177.60;68.00;08/03/2024
NEPI ROCKCASTLE;NL0015000RT3;NRP;Euronext Amsterdam;EUR;6.60;6.60;6.60;6.60;08/03/2024 15:38;CET;123;811.80;6.60;08/03/2024
NEW SOURCES ENERGY;NL0009822014;NSE;Euronext Amsterdam;EUR;0.027;0.027;0.027;0.027;08/03/2024 16:45;CET;127954;3.454.758;0.027;08/03/2024
NN GROUP;NL0010773842;NN;Euronext Amsterdam;EUR;40.57;40.84;40.46;40.65;08/03/2024 17:38;CET;646389;26305415.35;40.65;08/03/2024
NSI N.V.;NL0012365084;NSI;Euronext Amsterdam;EUR;18.70;19.12;18.64;19.06;08/03/2024 17:35;CET;61899;1166415.82;19.06;08/03/2024
NX FILTRATION;NL0015000D50;NXFIL;Euronext Amsterdam;EUR;3.115;3.115;2.93;2.975;08/03/2024 17:35;CET;113401;337.958.585;2.975;08/03/2024
OCI;NL0010558797;OCI;Euronext Amsterdam;EUR;25.04;25.15;24.80;24.97;08/03/2024 17:39;CET;268041;6695021.96;24.97;08/03/2024
ONWARD MEDICAL;NL0015000HT4;ONWD;Euronext Brussels, Amsterdam;EUR;4.87;4.88;4.62;4.84;08/03/2024 17:35;CET;52465;248723.86;4.84;08/03/2024
PB HOLDING;NL0000336303;PBH;Euronext Amsterdam;EUR;2.73;2.73;2.73;2.73;08/03/2024 16:06;CET;400;1092.00;2.73;08/03/2024
PERSHING;GG00BPFJTF46;PSH;Euronext Amsterdam;USD;50.80;51.00;50.20;50.20;08/03/2024 17:35;CET;26929;1360739.40;50.20;08/03/2024
PHARMING GROUP;NL0010391025;PHARM;Euronext Amsterdam;EUR;1.057;1.063;1.042;1.059;08/03/2024 17:35;CET;4072019;4285134.33;1.059;08/03/2024
PHILIPS BUY BACK;NL0000009322;INPHI;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-;29.40;08/03/2024
PHILIPS KON;NL0000009538;PHIA;Euronext Amsterdam;EUR;19.10;19.25;19.02;19.134;08/03/2024 17:35;CET;1248798;23.902.492.646;19.134;08/03/2024
PORCELEYNE FLES;NL0000378669;PORF;Euronext Amsterdam;EUR;13.00;13.00;13.00;13.00;08/03/2024 16:30;CET;101;1313.00;13.00;08/03/2024
POSTNL;NL0009739416;PNL;Euronext Amsterdam;EUR;1.29;12.925;1.26;1.26;08/03/2024 17:35;CET;2139883;2.714.462.576;1.26;08/03/2024
PPLA CLASS A;BMG7209L1000;PPLAA;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-;0.30;08/03/2024
PPLA CLASS B;BMG7209L1182;PPLAB;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-;0.30;08/03/2024
PPLA European Unit;US69355L1098;PPLA;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-;0.30;08/03/2024
PROSUS;NL0013654783;PRX;Euronext Amsterdam;EUR;26.41;26.495;26.26;26.26;08/03/2024 17:35;CET;2115847;55748140.34;26.26;08/03/2024
QEV;NL0015000NM7;QEV;Euronext Amsterdam;EUR;9.20;9.45;9.20;9.45;18/01/2024 16:28;CET;20;184.50;9.45;08/03/2024
QEV TREAS SHARES;NL0015000NL9;QEVT;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-;0.01;08/03/2024
QEV WARRANTS;NL0015000NK1;QEVW;Euronext Amsterdam;EUR;0.25;0.25;0.22;0.22;24/02/2022 17:35;CET;115000;27250.00;0.22;08/03/2024
RANDSTAD NV;NL0000379121;RAND;Euronext Amsterdam;EUR;50.92;51.00;50.60;50.84;08/03/2024 17:36;CET;316047;16062966.66;50.84;08/03/2024
REINET INVESTMENTS;LU0383812293;REINA;Euronext Amsterdam;EUR;23.20;23.20;23.20;23.20;06/03/2024 12:08;CET;54;1252.80;23.20;08/03/2024
RELX;GB00B2B0DG97;REN;Euronext Amsterdam;EUR;39.79;40.05;39.69;39.98;08/03/2024 17:37;CET;771429;30827703.36;39.98;08/03/2024
RENEWI;GB00BNR4T868;RWI;Euronext Amsterdam;EUR;6.55;6.55;6.43;6.50;08/03/2024 17:35;CET;29205;189292.97;6.50;08/03/2024
RETAIL ESTATES;BE0003720340;RET;Euronext Brussels, Amsterdam;EUR;59.40;61.40;59.30;61.10;08/03/2024 17:37;CET;7308;442743.80;61.10;08/03/2024
SAINT GOBAIN;FR0000125007;SGO;Euronext Paris, Amsterdam, Brussels;EUR;68.97;69.23;68.12;68.55;08/03/2024 17:35;CET;755023;51783989.00;68.55;08/03/2024
SBM OFFSHORE;NL0000360618;SBMO;Euronext Amsterdam;EUR;13.92;13.98;13.81;13.91;08/03/2024 17:35;CET;466774;6492362.01;13.91;08/03/2024
SHELL PLC;GB00BP6MXD84;SHELL;Euronext Amsterdam;EUR;29.42;29.73;29.33;29.34;08/03/2024 17:35;CET;7337244;216116216.32;29.34;08/03/2024
SIF HOLDING;NL0011660485;SIFG;Euronext Amsterdam;EUR;9.84;9.97;9.75;9.93;08/03/2024 17:35;CET;10932;107494.14;9.93;08/03/2024
SIGNIFY NV;NL0011821392;LIGHT;Euronext Amsterdam;EUR;25.49;25.85;25.36;25.71;08/03/2024 17:35;CET;321176;8252103.33;25.71;08/03/2024
SLIGRO FOOD GROUP;NL0000817179;SLIGR;Euronext Amsterdam;EUR;13.60;13.62;13.50;13.50;08/03/2024 17:35;CET;32073;434092.10;13.50;08/03/2024
TETRAGON FIN GRP;GG00B1RMC548;TFG;Euronext Amsterdam;USD;9.72;9.80;9.72;9.74;08/03/2024 17:05;CET;7103;69275.28;9.74;08/03/2024
THEON INTERNAT;CY0200751713;THEON;Euronext Amsterdam;EUR;12.80;12.90;12.40;12.652;08/03/2024 17:35;CET;4043;51372.86;12.652;08/03/2024
THUNDERBIRD;VGG885761061;TBIRD;Euronext Amsterdam;USD;0.077;0.08;0.077;0.08;08/03/2024 15:41;CET;101501;7.959.265;0.08;08/03/2024
TITAN;NL0010389508;TITAN;Euronext Amsterdam;EUR;1.58;1.58;1.56;1.56;08/03/2024 17:03;CET;351;547.58;1.56;08/03/2024
TKH GROUP;NL0000852523;TWEKA;Euronext Amsterdam;EUR;38.60;38.60;37.28;37.72;08/03/2024 17:35;CET;204014;7696006.98;37.72;08/03/2024
TOMTOM;NL0013332471;TOM2;Euronext Amsterdam;EUR;7.215;7.215;7.065;7.11;08/03/2024 17:35;CET;139557;992.754.835;7.11;08/03/2024
UMG;NL0015000IY2;UMG;Euronext Amsterdam;EUR;27.07;27.16;26.76;26.76;08/03/2024 17:35;CET;840618;22588085.16;26.76;08/03/2024
UNILEVER;GB00B10RZP78;UNA;Euronext Amsterdam;EUR;44.86;45.10;44.755;45.06;08/03/2024 17:35;CET;739873;33271162.36;45.06;08/03/2024
V LANSCHOT KEMPEN;NL0000302636;VLK;Euronext Amsterdam;EUR;32.35;32.35;31.80;31.80;08/03/2024 17:35;CET;78683;2529502.20;31.80;08/03/2024
VALUE8;NL0010661864;VALUE;Euronext Amsterdam;EUR;5.45;5.45;5.45;5.45;08/03/2024 12:31;CET;10;54.50;5.45;08/03/2024
VALUE8 CUM PREF;NL0015118803;PREVA;Euronext Amsterdam;EUR;5.00;5.00;5.00;5.00;08/03/2024 11:30;CET;155;775.00;5.00;08/03/2024
VASTNED;NL0000288918;VASTN;Euronext Amsterdam;EUR;21.75;21.95;21.60;21.60;08/03/2024 17:35;CET;4694;101899.90;21.60;08/03/2024
VEON;BMG9349W1038;VEON;Euronext Amsterdam;EUR;0.924;0.932;0.922;0.922;08/03/2024 16:23;CET;6060;5.613.136;0.922;08/03/2024
VIVORYON;NL00150002Q7;VVY;Euronext Amsterdam;EUR;0.599;0.60;0.502;0.511;08/03/2024 17:35;CET;1570199;859.048.673;0.511;08/03/2024
VOLTA FINANCE;GG00B1GHHH78;VTA;Euronext Amsterdam;EUR;5.14;5.14;5.10;5.14;08/03/2024 16:24;CET;11931;61199.26;5.14;08/03/2024
VOPAK;NL0009432491;VPK;Euronext Amsterdam;EUR;34.46;34.54;34.12;34.12;08/03/2024 17:35;CET;136584;4683546.65;34.12;08/03/2024
WDP;BE0974349814;WDP;Euronext Brussels, Amsterdam;EUR;24.74;25.22;24.58;25.12;08/03/2024 17:35;CET;153291;3836562.32;25.12;08/03/2024
WERELDHAVE;NL0000289213;WHA;Euronext Amsterdam;EUR;13.71;13.80;13.62;13.72;08/03/2024 17:35;CET;75115;1029995.20;13.72;08/03/2024
WOLTERS KLUWER;NL0000395903;WKL;Euronext Amsterdam;EUR;146.05;146.70;145.15;146.20;08/03/2024 17:35;CET;704103;102846428.30;146.20;08/03/2024
