Name;ISIN;Symbol;Market;Currency;Open Price;High Price;low Price;last Price;last Trade MIC Time;Time Zone;Volume;Turnover;Closing Price;Closing Price DateTime
INTERVEST OFF-WARE;BE0003746600;INTO;Euronext Brussels;EUR;20.90;20.95;20.90;20.95;08/03/2024 17:35;CET;2908;60879.20;20.95;08/03/2024
JENSEN-GROUP;BE0003858751;JEN;Euronext Brussels;EUR;36.20;37.10;36.00;36.40;08/03/2024 17:35;CET;64094;2323542.60;36.40;08/03/2024
KBC;BE0003565737;KBC;Euronext Brussels;EUR;67.60;68.28;67.30;67.88;08/03/2024 17:35;CET;512890;34808044.26;67.88;08/03/2024
KBC ANCORA;BE0003867844;KBCA;Euronext Brussels;EUR;44.30;44.70;44.16;44.38;08/03/2024 17:35;CET;34622;1537688.12;44.38;08/03/2024
KEYWARE TECH.;BE0003880979;KEYW;Euronext Brussels;EUR;0.865;0.945;0.81;0.92;08/03/2024 16:55;CET;37399;32.814.265;0.92;08/03/2024
KINEPOLIS GROUP;BE0974274061;KIN;Euronext Brussels;EUR;43.00;43.25;42.75;43.00;08/03/2024 17:35;CET;11276;484959.85;43.00;08/03/2024
LOTUS BAKERIES;BE0003604155;LOTB;Euronext Brussels;EUR;9000.00;9000.00;8790.00;8800.00;08/03/2024 17:36;CET;520;4588920.00;8800.00;08/03/2024
MELEXIS;BE0165385973;MELE;Euronext Brussels;EUR;81.05;81.65;80.00;80.00;08/03/2024 17:35;CET;34993;2822464.35;80.00;08/03/2024
MIKO;BE0003731453;MIKO;Euronext Brussels;EUR;51.00;54.00;51.00;54.00;08/03/2024 16:30;CET;355;18855.00;54.00;08/03/2024
MITHRA;BE0974283153;MITRA;Euronext Brussels;EUR;0.295;0.3125;0.22;0.2355;08/03/2024 17:35;CET;2013266;5.143.602.275;0.2355;08/03/2024
MONTEA;BE0003853703;MONT;Euronext Brussels, Paris;EUR;77.00;78.40;76.90;77.20;08/03/2024 17:35;CET;35603;2752221.10;77.20;08/03/2024
MOPOLI;NL0000488153;MOP;Euronext Brussels;EUR;250.00;250.00;250.00;250.00;05/03/2024 11:30;CET;4;1000.00;250.00;08/03/2024
MOPOLI FOND;NL0000488161;MOPF;Euronext Brussels;EUR;8750.00;8750.00;8750.00;8750.00;16/02/2024 11:30;CET;1;8750.00;8350.00;08/03/2024
MOURY CONSTRUCT;BE0003602134;MOUR;Euronext Brussels;EUR;440.00;440.00;440.00;440.00;08/03/2024 11:30;CET;40;17600.00;440.00;08/03/2024
NEXTENSA;BE0003770840;NEXTA;Euronext Brussels;EUR;43.40;43.90;43.30;43.60;08/03/2024 17:35;CET;1895;82379.85;43.60;08/03/2024
NYRSTAR;BE0974294267;NYR;Euronext Brussels;EUR;0.0652;0.0698;0.065;0.065;08/03/2024 15:38;CET;33855;22.295.188;0.065;08/03/2024
NYXOAH;BE0974358906;NYXH;Euronext Brussels;EUR;13.05;14.35;12.75;14.00;08/03/2024 17:35;CET;68381;945164.65;14.00;08/03/2024
ONTEX GROUP;BE0974276082;ONTEX;Euronext Brussels;EUR;7.37;7.52;7.37;7.42;08/03/2024 17:38;CET;99099;738261.98;7.42;08/03/2024
ONWARD MEDICAL;NL0015000HT4;ONWD;Euronext Brussels, Amsterdam;EUR;4.87;4.88;4.62;4.84;08/03/2024 17:35;CET;52465;248723.86;4.84;08/03/2024
ORANGE BELGIUM;BE0003735496;OBEL;Euronext Brussels;EUR;12.78;13.02;12.78;12.80;08/03/2024 17:35;CET;1381;17910.96;12.80;08/03/2024
OXURION;BE0003846632;OXUR;Euronext Brussels;EUR;0.0002;0.0003;0.0001;0.0002;08/03/2024 17:35;CET;195554399;393.427.007;0.0002;08/03/2024
PAYTON PLANAR;IL0010830391;PAY;Euronext Brussels;EUR;8.10;8.10;8.00;8.00;08/03/2024 17:27;CET;4307;34523.90;8.00;08/03/2024
PROXIMUS;BE0003810273;PROX;Euronext Brussels;EUR;7.572;7.60;7.482;7.578;08/03/2024 17:35;CET;336816;2.542.797.264;7.578;08/03/2024
QRF;BE0974272040;QRF;Euronext Brussels;EUR;9.98;10.10;9.96;9.98;08/03/2024 14:21;CET;6835;68235.88;9.98;08/03/2024
QUESTFOR GR-PRICAF;BE0003730448;QFG;Euronext Brussels;EUR;4.55;4.63;4.54;4.56;08/03/2024 16:41;CET;3765;17256.30;4.56;08/03/2024
RECTICEL;BE0003656676;RECT;Euronext Brussels;EUR;10.78;10.80;10.66;10.76;08/03/2024 17:35;CET;37484;402050.56;10.76;08/03/2024
RETAIL ESTATES;BE0003720340;RET;Euronext Brussels, Amsterdam;EUR;59.40;61.40;59.30;61.10;08/03/2024 17:37;CET;7308;442743.80;61.10;08/03/2024
ROULARTA;BE0003741551;ROU;Euronext Brussels;EUR;11.85;11.85;11.50;11.60;08/03/2024 17:00;CET;1466;17133.10;11.60;08/03/2024
SAINT GOBAIN;FR0000125007;SGO;Euronext Paris, Amsterdam, Brussels;EUR;68.97;69.23;68.12;68.55;08/03/2024 17:35;CET;755023;51783989.00;68.55;08/03/2024
SCHEERD.V KERCHOVE;BE0012378593;SCHD;Euronext Brussels;EUR;384.00;384.00;384.00;384.00;01/03/2024 11:30;CET;1;384.00;384.00;08/03/2024
SEQUANA MEDICAL;BE0974340722;SEQUA;Euronext Brussels;EUR;2.38;2.38;2.20;2.20;08/03/2024 17:35;CET;41914;95279.01;2.20;08/03/2024
SHURGARD;GG00BQZCBZ44;SHUR;Euronext Brussels;EUR;40.60;41.305;40.405;41.10;08/03/2024 17:35;CET;37217;1525656.01;41.10;08/03/2024
SIPEF;BE0003898187;SIP;Euronext Brussels;EUR;52.70;52.80;52.30;52.30;08/03/2024 17:35;CET;3100;162497.00;52.30;08/03/2024
SMARTPHOTO GROUP;BE0974323553;SMAR;Euronext Brussels;EUR;27.70;28.00;27.30;27.30;08/03/2024 17:16;CET;432;11968.50;27.30;08/03/2024
SOFINA;BE0003717312;SOF;Euronext Brussels;EUR;204.20;208.80;203.20;208.40;08/03/2024 17:35;CET;15116;3136781.20;208.40;08/03/2024
SOLVAC NOM(RETAIL);BE0003545531;SOLV;Euronext Brussels;EUR;109.00;109.00;108.00;108.00;08/03/2024 17:24;CET;598;65035.00;108.00;08/03/2024
SOLVAY;BE0003470755;SOLB;Euronext Brussels, Paris;EUR;23.52;23.77;22.97;23.74;08/03/2024 17:36;CET;426367;10042748.53;23.74;08/03/2024
SPADEL;BE0003798155;SPA;Euronext Brussels;EUR;151.00;151.00;151.00;151.00;08/03/2024 16:30;CET;5;755.00;151.00;08/03/2024
SYENSQO;BE0974464977;SYENS;Euronext Brussels, Paris;EUR;81.54;83.98;81.35;81.60;08/03/2024 17:35;CET;190306;15608991.71;81.60;08/03/2024
TESSENDERLO;BE0003555639;TESB;Euronext Brussels;EUR;24.80;25.00;24.80;24.95;08/03/2024 17:35;CET;7495;186697.85;24.95;08/03/2024
TEXAF;BE0974263924;TEXF;Euronext Brussels;EUR;33.40;33.80;33.20;33.20;08/03/2024 15:48;CET;33;1100.00;33.20;08/03/2024
TINC;BE0974282148;TINC;Euronext Brussels;EUR;11.40;11.45;11.30;11.45;08/03/2024 17:35;CET;28972;329925.90;11.45;08/03/2024
TITAN CEMENT;BE0974338700;TITC;Euronext Brussels, Paris;EUR;26.50;26.50;26.20;26.30;08/03/2024 17:35;CET;10993;289992.75;26.30;08/03/2024
TOTALENERGIES;FR0000120271;TTE;Euronext Paris, Brussels;EUR;60.21;60.73;60.04;60.05;08/03/2024 17:40;CET;3278520;197479247.51;60.05;08/03/2024
TUBIZE-FIN;BE0003823409;TUB;Euronext Brussels;EUR;88.00;88.60;87.60;88.40;08/03/2024 17:36;CET;14785;1304336.40;88.40;08/03/2024
UCB;BE0003739530;UCB;Euronext Brussels;EUR;109.00;110.10;109.00;109.90;08/03/2024 17:35;CET;275249;30232648.60;109.90;08/03/2024
UMICORE;BE0974320526;UMI;Euronext Brussels;EUR;20.54;20.71;20.22;20.41;08/03/2024 17:35;CET;279890;5721698.22;20.41;08/03/2024
UNIFIEDPOST GROUP;BE0974371032;UPG;Euronext Brussels;EUR;3.30;3.625;3.24;3.625;08/03/2024 17:35;CET;25198;86.431.065;3.625;08/03/2024
VAN DE VELDE;BE0003839561;VAN;Euronext Brussels;EUR;32.50;32.95;32.50;32.85;08/03/2024 17:35;CET;3347;109715.10;32.85;08/03/2024
VASTNED BELGIUM;BE0003754687;VASTB;Euronext Brussels;EUR;29.90;30.20;29.80;30.20;08/03/2024 17:35;CET;748;22442.10;30.20;08/03/2024
VGP;BE0003878957;VGP;Euronext Brussels;EUR;102.50;104.80;100.50;104.50;08/03/2024 17:35;CET;12104;1253257.30;104.50;08/03/2024
VIOHALCO;BE0974271034;VIO;Euronext Brussels;EUR;5.83;5.88;5.75;5.84;08/03/2024 17:05;CET;413;2402.45;5.84;08/03/2024
VRANKEN-POMMERY;FR0000062796;VRAP;Euronext Paris, Brussels;EUR;15.25;15.30;15.00;15.00;08/03/2024 17:35;CET;2163;32747.15;15.00;08/03/2024
WAREHOUSES ESTATES;BE0003734481;WEB;Euronext Brussels;EUR;35.20;36.20;35.00;36.00;08/03/2024 14:59;CET;2247;79714.80;36.00;08/03/2024
WDP;BE0974349814;WDP;Euronext Brussels, Amsterdam;EUR;24.74;25.22;24.58;25.12;08/03/2024 17:35;CET;153291;3836562.32;25.12;08/03/2024
WERELDHAVE BELGIUM;BE0003724383;WEHB;Euronext Brussels;EUR;44.80;45.20;44.70;44.90;08/03/2024 17:35;CET;2461;110681.20;44.90;08/03/2024
WHAT''S COOKING GP;BE0003573814;WHATS;Euronext Brussels;EUR;72.80;72.80;70.00;71.00;08/03/2024 17:38;CET;743;52704.20;71.00;08/03/2024
XIOR;BE0974288202;XIOR;Euronext Brussels;EUR;25.55;26.20;25.40;25.95;08/03/2024 17:35;CET;65827;1710133.25;25.95;08/03/2024
ZENOBE GRAMME CERT;BE0003809267;ZEN;Euronext Brussels;EUR;191.00;191.00;191.00;191.00;08/03/2024 16:52;CET;29;5539.00;191.00;08/03/2024
